Sample Characteristics
Name; WBCH
SID
Position; 85.10
Sample type;  Control
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 08/04/2020
Step A
Delta Absorbance; -0.31223
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.19368
Result value; 0.27
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T24; 0.9244655; 0.9244655; 0; 1

Sample Characteristics
Name; WBCH
SID
Position; 85.10
Sample type;  Control
Test information
Test name; Tmal ser
Channel; 801
Test release; 0.01
Run date; 08/04/2020
Step A
Delta Absorbance; 0.41566
First reading; 5
Last reading; 30
Calculation mode; 1
r2
Result information
Rate; 0.41566
Result value; 2.33
Result unit; g/L
Flags list; CONF_RANGE_HIGH; 
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; -0.003135281; -0.004859685; 0; 0.645161
T1; 0.02202808; 0.03251764; 0; 0.677419
T2; 0.02156907; 0.03184006; 0; 0.677419
T3; 0.08151799; 0.09719453; 0; 0.83871
T4; 0.08156321; 0.09724844; 0; 0.83871
T5; 0.08151799; 0.09719453; 0; 0.83871
T6; 0.08059688; 0.09609628; 0; 0.83871
T7; 0.1881248; 0.1881248; 0; 1
T8; 0.2661327; 0.2661327; 0; 1
T9; 0.3140305; 0.3140305; 0; 1
T10; 0.3502218; 0.3502218; 0; 1
T11; 0.3758889; 0.3758889; 0; 1
T12; 0.3976212; 0.3976212; 0; 1
T13; 0.4149733; 0.4149733; 0; 1
T14; 0.4295343; 0.4295343; 0; 1
T15; 0.4422557; 0.4422557; 0; 1
T16; 0.4511271; 0.4511271; 0; 1
T17; 0.4595622; 0.4595622; 0; 1
T18; 0.4663949; 0.4663949; 0; 1
T19; 0.4724406; 0.4724406; 0; 1
T20; 0.4775611; 0.4775611; 0; 1
T21; 0.4801832; 0.4801832; 0; 1
T22; 0.4838704; 0.4838704; 0; 1
T23; 0.4874568; 0.4874568; 0; 1
T24; 0.4913134; 0.4913134; 0; 1
T25; 0.4915807; 0.4915807; 0; 1
T26; 0.4930803; 0.4930803; 0; 1
T27; 0.4955013; 0.4955013; 0; 1
T28; 0.4955282; 0.4955282; 0; 1
T29; 0.4989678; 0.4989678; 0; 1
T30; 0.4971769; 0.4971769; 0; 1

Sample Characteristics
Name; WBCS
SID
Position; 85.08
Sample type;  Control
Test information
Test name; Tmal ser
Channel; 801
Test release; 0.01
Run date; 08/04/2020
Step A
Delta Absorbance; 0.03190
First reading; 5
Last reading; 30
Calculation mode; 1
r2
Result information
Rate; 0.03190
Result value; 0.07
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; -0.003657178; -0.005668626; 0; 0.645161
T1; 0.1229182; 0.1814507; 0; 0.677419
T2; 0.1247773; 0.184195; 0; 0.677419
T3; 0.1814194; 0.2163077; 0; 0.83871
T4; 0.1825035; 0.2176003; 0; 0.83871
T5; 0.1828974; 0.21807; 0; 0.83871
T6; 0.1828735; 0.2180415; 0; 0.83871
T7; 0.1964178; 0.1964178; 0; 1
T8; 0.2033278; 0.2033278; 0; 1
T9; 0.2061173; 0.2061173; 0; 1
T10; 0.206048; 0.206048; 0; 1
T11; 0.2069632; 0.2069632; 0; 1
T12; 0.2077134; 0.2077134; 0; 1
T13; 0.2077551; 0.2077551; 0; 1
T14; 0.2082978; 0.2082978; 0; 1
T15; 0.2080473; 0.2080473; 0; 1
T16; 0.2089946; 0.2089946; 0; 1
T17; 0.2094132; 0.2094132; 0; 1
T18; 0.2097902; 0.2097902; 0; 1
T19; 0.2101396; 0.2101396; 0; 1
T20; 0.2103215; 0.2103215; 0; 1
T21; 0.211456; 0.211456; 0; 1
T22; 0.2120736; 0.2120736; 0; 1
T23; 0.2124811; 0.2124811; 0; 1
T24; 0.2125373; 0.2125373; 0; 1
T25; 0.2127342; 0.2127342; 0; 1
T26; 0.2132691; 0.2132691; 0; 1
T27; 0.2133677; 0.2133677; 0; 1
T28; 0.2141149; 0.2141149; 0; 1
T29; 0.2140021; 0.2140021; 0; 1
T30; 0.2147928; 0.2147928; 0; 1

Sample Characteristics
Name; 40 g/L.
SID
Position; 85.04
Sample type;  Control
Test information
Test name; RS4 ser
Channel; 986
Test release; 0.01
Run date; 08/04/2020
Step A
Delta Absorbance; 0.17828
First reading; 1
Last reading; 35
Calculation mode; 1
r2
Result information
Rate; 0.17828
Result value; 40.7
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.08994551; 0.08067317; -0.01001189; 0.991845
T1; 0.08771462; 0.07877807; -0.008936553; 1
T2; 0.09184147; 0.08356799; -0.008273483; 1
T3; 0.1034615; 0.09520465; -0.008256894; 1
T4; 0.1173142; 0.1088749; -0.008439345; 1
T5; 0.1323717; 0.1234931; -0.008878576; 1
T6; 0.1459632; 0.1375072; -0.008455928; 1
T7; 0.1596008; 0.1509625; -0.008638297; 1
T8; 0.1726165; 0.1638539; -0.008762595; 1
T9; 0.1831655; 0.1742207; -0.008944836; 1
T10; 0.1926787; 0.1840238; -0.008654872; 1
T11; 0.2025216; 0.1934609; -0.009060767; 1
T12; 0.2119895; 0.2029288; -0.009060767; 1
T13; 0.2180161; 0.2086739; -0.009342185; 1
T14; 0.2242792; 0.2151605; -0.009118721; 1
T15; 0.2303435; 0.2211999; -0.009143556; 1
T16; 0.2355356; 0.2261769; -0.009358733; 1
T17; 0.2403385; 0.2312115; -0.009126999; 1
T18; 0.2447431; 0.235252; -0.009491097; 1
T19; 0.2479664; 0.2383595; -0.009606883; 1
T20; 0.2504223; 0.2410387; -0.009383555; 1
T21; 0.2533833; 0.2439915; -0.009391828; 1
T22; 0.255208; 0.2458244; -0.009383555; 1
T23; 0.2578422; 0.2484586; -0.009383555; 1
T24; 0.2586519; 0.2493759; -0.009275985; 1
T25; 0.2598246; 0.2507556; -0.009069046; 1
T26; 0.261064; 0.2518625; -0.009201499; 1
T27; 0.2619419; 0.2522937; -0.009648227; 1
T28; 0.2623139; 0.2528642; -0.009449738; 1
T29; 0.2628691; 0.2535435; -0.009325636; 1
T30; 0.2639526; 0.2543788; -0.009573804; 1
T31; 0.2640648; 0.254673; -0.009391828; 1
T32; 0.2649157; 0.2554328; -0.009482825; 1
T33; 0.2654397; 0.256023; -0.009416647; 1
T34; 0.2654241; 0.2560075; -0.009416647; 1
T35; 0.2659932; 0.2565517; -0.009441465; 1

Sample Characteristics
Name; 2.0 g/L.
SID
Position; 85.05
Sample type;  Control
Test information
Test name; RS ser
Channel; 987
Test release; 0.01
Run date; 08/04/2020
Step A
Delta Absorbance; 0.29129
First reading; 1
Last reading; 24
Calculation mode; 1
r2
Result information
Rate; 0.29940
Result value; 2.01
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 0.06631505; 0.06800102; 0; 0.975207
T1; 0.07233682; 0.07233682; 0; 1
T2; 0.07871607; 0.07871607; 0; 1
T3; 0.09838205; 0.09838205; 0; 1
T4; 0.1240318; 0.1240318; 0; 1
T5; 0.1464833; 0.1464833; 0; 1
T6; 0.1738346; 0.1738346; 0; 1
T7; 0.1966211; 0.1966211; 0; 1
T8; 0.2177141; 0.2177141; 0; 1
T9; 0.2363646; 0.2363646; 0; 1
T10; 0.2559453; 0.2559453; 0; 1
T11; 0.2710599; 0.2710599; 0; 1
T12; 0.2861195; 0.2861195; 0; 1
T13; 0.2967417; 0.2967417; 0; 1
T14; 0.308945; 0.308945; 0; 1
T15; 0.3196618; 0.3196618; 0; 1
T16; 0.3284593; 0.3284593; 0; 1
T17; 0.3336312; 0.3336312; 0; 1
T18; 0.3398069; 0.3398069; 0; 1
T19; 0.3464544; 0.3464544; 0; 1
T20; 0.3507047; 0.3507047; 0; 1
T21; 0.3563069; 0.3563069; 0; 1
T22; 0.3569142; 0.3569142; 0; 1
T23; 0.3603587; 0.3603587; 0; 1
T24; 0.3636316; 0.3636316; 0; 1

Sample Characteristics
Name; Multiacid.
SID
Position; 85.01
Sample type;  Control
Test information
Test name; Tmal ser
Channel; 801
Test release; 0.01
Run date; 08/04/2020
Step A
Delta Absorbance; 0.36155
First reading; 5
Last reading; 30
Calculation mode; 1
r2
Result information
Rate; 0.36155
Result value; 2.01
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; -0.001834556; -0.002843562; 0; 0.645161
T1; -0.001438631; -0.002123694; 0; 0.677419
T2; -0.001101446; -0.001625945; 0; 0.677419
T3; 0.05533779; 0.06597967; 0; 0.83871
T4; 0.0562646; 0.06708471; 0; 0.83871
T5; 0.05535461; 0.06599973; 0; 0.83871
T6; 0.05469881; 0.06521782; 0; 0.83871
T7; 0.1572675; 0.1572675; 0; 1
T8; 0.2301267; 0.2301267; 0; 1
T9; 0.2731241; 0.2731241; 0; 1
T10; 0.3027572; 0.3027572; 0; 1
T11; 0.3271026; 0.3271026; 0; 1
T12; 0.3443351; 0.3443351; 0; 1
T13; 0.3587216; 0.3587216; 0; 1
T14; 0.3699291; 0.3699291; 0; 1
T15; 0.3799838; 0.3799838; 0; 1
T16; 0.3867346; 0.3867346; 0; 1
T17; 0.3926544; 0.3926544; 0; 1
T18; 0.3970188; 0.3970188; 0; 1
T19; 0.402036; 0.402036; 0; 1
T20; 0.4048073; 0.4048073; 0; 1
T21; 0.4075524; 0.4075524; 0; 1
T22; 0.4090088; 0.4090088; 0; 1
T23; 0.4112248; 0.4112248; 0; 1
T24; 0.4128273; 0.4128273; 0; 1
T25; 0.4134522; 0.4134522; 0; 1
T26; 0.4149061; 0.4149061; 0; 1
T27; 0.4149061; 0.4149061; 0; 1
T28; 0.4160503; 0.4160503; 0; 1
T29; 0.4163425; 0.4163425; 0; 1
T30; 0.4169048; 0.4169048; 0; 1

Sample Characteristics
Name; Multiacid.
SID
Position; 85.01
Sample type;  Control
Test information
Test name; AA ser
Channel; 985
Test release; 0.01
Run date; 08/04/2020
Step A
Delta Absorbance; -0.43764
First reading; 8
Last reading; 50
Calculation mode; 1
r2
Result information
Rate; 0.31909
Result value; 0.44
Result unit; g/L
Flags list
Quality flags list
Cycle; (OD1 - OD2) * VF; OD1; OD2; VF
T0; 1.411499; 1.655052; -0.01522105; 0.84507
T1; 1.411025; 1.63192; -0.01042063; 0.859155
T2; 1.410112; 1.628975; -0.01230289; 0.859155
T3; 1.408004; 1.627876; -0.0109475; 0.859155
T4; 1.408526; 1.627145; -0.01228648; 0.859155
T5; 1.409372; 1.627876; -0.01254067; 0.859155
T6; 1.408205; 1.62678; -0.01227828; 0.859155
T7; 1.406412; 1.625687; -0.01128469; 0.859155
T8; 1.382469; 1.37171; -0.01075823; 1
T9; 1.311478; 1.301099; -0.01037944; 1
T10; 1.246251; 1.23635; -0.009901374; 1
T11; 1.19353; 1.182237; -0.01129291; 1
T12; 1.150612; 1.139796; -0.01081584; 1
T13; 1.118402; 1.107051; -0.01135045; 1
T14; 1.091347; 1.080943; -0.01040416; 1
T15; 1.071147; 1.059665; -0.01148195; 1
T16; 1.053683; 1.042316; -0.01136689; 1
T17; 1.038633; 1.027282; -0.01135045; 1
T18; 1.025888; 1.015155; -0.01073354; 1
T19; 1.017037; 1.005185; -0.01185156; 1
T20; 1.007558; 0.99578; -0.01177766; 1
T21; 1.000435; 0.9889206; -0.01151481; 1
T22; 0.9935894; 0.9829958; -0.01059358; 1
T23; 0.9884796; 0.9765788; -0.01190082; 1
T24; 0.9837989; 0.9720294; -0.01176945; 1
T25; 0.9792885; 0.9675273; -0.01176124; 1
T26; 0.9753642; 0.9642604; -0.01110379; 1
T27; 0.9722773; 0.9614121; -0.01086522; 1
T28; 0.9701408; 0.9581907; -0.01195007; 1
T29; 0.9677251; 0.9556929; -0.01203215; 1
T30; 0.9655656; 0.953829; -0.0117366; 1
T31; 0.9634185; 0.9522818; -0.01113669; 1
T32; 0.9614401; 0.9502787; -0.01116136; 1
T33; 0.9606531; 0.9487441; -0.01190903; 1
T34; 0.958893; 0.9474439; -0.01144908; 1
T35; 0.9580246; 0.9464523; -0.01157232; 1
T36; 0.9556189; 0.945083; -0.01053594; 1
T37; 0.9551103; 0.9430371; -0.01207318; 1
T38; 0.9540399; 0.9421309; -0.01190903; 1
T39; 0.9532466; 0.9414525; -0.01179409; 1
T40; 0.9516851; 0.9404745; -0.01121069; 1
T41; 0.95078; 0.9398736; -0.01090636; 1
T42; 0.9510195; 0.9387494; -0.01227008; 1
T43; 0.9500402; 0.9378521; -0.01218805; 1
T44; 0.9490079; 0.9372549; -0.01175303; 1
T45; 0.9483159; 0.9370312; -0.01128469; 1
T46; 0.9473819; 0.9362863; -0.01109557; 1
T47; 0.9472597; 0.9349486; -0.01231109; 1
T48; 0.9462318; 0.9344295; -0.0118023; 1
T49; 0.9455411; 0.9341332; -0.01140798; 1
T50; 0.9448259; 0.9333193; -0.0115066; 1

